ifs,code,country,imf_region,imf_income,year,FD,FI,FM,FID,FIA,FIE,FMD,FMA,FME
223,BRA,Brazil,Western Hemisphere,EM,1988,0.19,0.27,0.11,0.28,0.24,0.22,0.05,0.12,0.15
223,BRA,Brazil,Western Hemisphere,EM,1987,0.16,0.21,0.11,0.12,0.24,0.22,0.05,0.12,0.15
223,BRA,Brazil,Western Hemisphere,EM,1986,0.18,0.22,0.13,0.13,0.26,0.23,0.06,0.15,0.18
223,BRA,Brazil,Western Hemisphere,EM,1985,0.19,0.24,0.13,0.17,0.26,0.23,0.06,0.15,0.19
223,BRA,Brazil,Western Hemisphere,EM,1984,0.20,0.26,0.13,0.19,0.29,0.23,0.07,0.15,0.19
223,BRA,Brazil,Western Hemisphere,EM,1983,0.22,0.26,0.17,0.19,0.29,0.23,0.08,0.19,0.24
223,BRA,Brazil,Western Hemisphere,EM,1982,0.20,0.24,0.15,0.17,0.26,0.23,0.07,0.18,0.22
223,BRA,Brazil,Western Hemisphere,EM,1981,0.21,0.23,0.18,0.16,0.25,0.23,0.09,0.21,0.26
223,BRA,Brazil,Western Hemisphere,EM,1980,0.23,0.22,0.24,0.15,0.23,0.22,0.12,0.27,0.34
316,BRB,Barbados,Western Hemisphere,EM,2018,0.43,0.61,0.23,0.68,0.31,0.76,0.31,0.37,0.00
316,BRB,Barbados,Western Hemisphere,EM,2017,0.45,0.62,0.26,0.68,0.32,0.77,0.37,0.37,0.03
316,BRB,Barbados,Western Hemisphere,EM,2016,0.44,0.61,0.26,0.68,0.29,0.76,0.36,0.37,0.03
316,BRB,Barbados,Western Hemisphere,EM,2015,0.47,0.62,0.31,0.69,0.35,0.72,0.49,0.37,0.03
316,BRB,Barbados,Western Hemisphere,EM,2014,0.50,0.70,0.29,0.77,0.43,0.78,0.42,0.38,0.03
316,BRB,Barbados,Western Hemisphere,EM,2013,0.50,0.69,0.29,0.75,0.39,0.83,0.43,0.38,0.03
316,BRB,Barbados,Western Hemisphere,EM,2012,0.45,0.61,0.27,0.64,0.40,0.66,0.38,0.38,0.03
316,BRB,Barbados,Western Hemisphere,EM,2011,0.43,0.59,0.26,0.66,0.37,0.63,0.35,0.38,0.03
316,BRB,Barbados,Western Hemisphere,EM,2010,0.42,0.62,0.20,0.65,0.38,0.72,0.20,0.38,0.02
316,BRB,Barbados,Western Hemisphere,EM,2009,0.40,0.57,0.21,0.55,0.38,0.71,0.22,0.38,0.01
316,BRB,Barbados,Western Hemisphere,EM,2008,0.37,0.53,0.20,0.51,0.38,0.61,0.20,0.38,0.01
316,BRB,Barbados,Western Hemisphere,EM,2007,0.38,0.54,0.20,0.60,0.36,0.53,0.21,0.38,0.01
316,BRB,Barbados,Western Hemisphere,EM,2006,0.41,0.60,0.21,0.66,0.35,0.69,0.22,0.38,0.01
316,BRB,Barbados,Western Hemisphere,EM,2005,0.41,0.59,0.21,0.65,0.35,0.66,0.22,0.39,0.01
316,BRB,Barbados,Western Hemisphere,EM,2004,0.40,0.58,0.21,0.62,0.36,0.65,0.22,0.39,0.01
316,BRB,Barbados,Western Hemisphere,EM,2003,0.41,0.61,0.20,0.61,0.36,0.78,0.19,0.40,0.01
316,BRB,Barbados,Western Hemisphere,EM,2002,0.40,0.58,0.20,0.61,0.33,0.72,0.19,0.40,0.01
316,BRB,Barbados,Western Hemisphere,EM,2001,0.38,0.53,0.20,0.56,0.31,0.64,0.20,0.40,0.01
316,BRB,Barbados,Western Hemisphere,EM,2000,0.35,0.48,0.21,0.49,0.29,0.59,0.18,0.40,0.03
316,BRB,Barbados,Western Hemisphere,EM,1999,0.34,0.46,0.21,0.47,0.28,0.57,0.21,0.40,0.01
316,BRB,Barbados,Western Hemisphere,EM,1998,0.35,0.49,0.21,0.52,0.29,0.56,0.20,0.40,0.02
316,BRB,Barbados,Western Hemisphere,EM,1997,0.35,0.49,0.19,0.52,0.30,0.57,0.15,0.41,0.02
316,BRB,Barbados,Western Hemisphere,EM,1996,0.34,0.49,0.17,0.53,0.30,0.55,0.11,0.41,0.01
316,BRB,Barbados,Western Hemisphere,EM,1995,0.34,0.50,0.16,0.55,0.31,0.54,0.08,0.41,0.01
316,BRB,Barbados,Western Hemisphere,EM,1994,0.32,0.45,0.17,0.54,0.30,0.42,0.09,0.42,0.01
316,BRB,Barbados,Western Hemisphere,EM,1993,0.31,0.45,0.15,0.53,0.29,0.42,0.06,0.38,0.02
316,BRB,Barbados,Western Hemisphere,EM,1992,0.30,0.45,0.14,0.53,0.30,0.42,0.06,0.36,0.02
316,BRB,Barbados,Western Hemisphere,EM,1991,0.31,0.47,0.14,0.51,0.31,0.48,0.06,0.34,0.01
316,BRB,Barbados,Western Hemisphere,EM,1990,0.30,0.45,0.14,0.45,0.31,0.52,0.06,0.34,0.01
316,BRB,Barbados,Western Hemisphere,EM,1989,0.33,0.45,0.20,0.44,0.31,0.52,0.09,0.50,0.02
316,BRB,Barbados,Western Hemisphere,EM,1988,0.33,0.44,0.21,0.43,0.30,0.52,0.11,0.50,0.03
316,BRB,Barbados,Western Hemisphere,EM,1987,0.31,0.43,0.18,0.41,0.30,0.52,0.08,0.45,0.02
316,BRB,Barbados,Western Hemisphere,EM,1986,0.30,0.43,0.15,0.40,0.30,0.54,0.07,0.37,0.02
316,BRB,Barbados,Western Hemisphere,EM,1985,0.29,0.43,0.15,0.40,0.30,0.52,0.06,0.37,0.02
316,BRB,Barbados,Western Hemisphere,EM,1984,0.29,0.42,0.14,0.41,0.29,0.50,0.06,0.36,0.02
316,BRB,Barbados,Western Hemisphere,EM,1983,0.30,0.44,0.15,0.43,0.31,0.52,0.07,0.39,0.02
316,BRB,Barbados,Western Hemisphere,EM,1982,0.31,0.45,0.16,0.41,0.32,0.55,0.07,0.40,0.02
316,BRB,Barbados,Western Hemisphere,EM,1981,0.32,0.46,0.16,0.40,0.33,0.58,0.07,0.41,0.02
316,BRB,Barbados,Western Hemisphere,EM,1980,0.29,0.42,0.15,0.36,0.30,0.56,0.06,0.37,0.02
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2018,0.33,0.47,0.18,0.11,0.53,0.73,0.05,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2017,0.32,0.46,0.18,0.11,0.52,0.71,0.05,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2016,0.34,0.48,0.18,0.12,0.57,0.72,0.05,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2015,0.34,0.50,0.18,0.11,0.60,0.74,0.05,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2014,0.33,0.48,0.17,0.09,0.60,0.72,0.04,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2013,0.34,0.50,0.18,0.08,0.64,0.72,0.04,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2012,0.34,0.49,0.17,0.07,0.68,0.66,0.03,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2011,0.33,0.47,0.17,0.08,0.63,0.65,0.03,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2010,0.33,0.48,0.17,0.10,0.64,0.64,0.03,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2009,0.34,0.49,0.18,0.10,0.64,0.66,0.04,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2008,0.33,0.48,0.17,0.08,0.59,0.74,0.03,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2007,0.32,0.47,0.16,0.09,0.52,0.77,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2006,0.30,0.43,0.16,0.08,0.47,0.74,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2005,0.31,0.44,0.16,0.09,0.49,0.74,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2004,0.29,0.41,0.16,0.10,0.40,0.74,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2003,0.31,0.43,0.17,0.13,0.41,0.75,0.02,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2002,0.31,0.44,0.17,0.13,0.44,0.73,0.02,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2001,0.32,0.46,0.16,0.13,0.50,0.72,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,2000,0.33,0.48,0.16,0.14,0.54,0.72,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1999,0.35,0.52,0.16,0.15,0.62,0.74,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1998,0.35,0.52,0.16,0.15,0.62,0.75,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1997,0.38,0.58,0.16,0.21,0.69,0.75,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1996,0.37,0.57,0.16,0.21,0.69,0.74,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1995,0.39,0.60,0.16,0.23,0.75,0.75,0.01,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1994,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1993,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1992,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1991,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1990,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1989,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1988,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1987,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1986,0.08,0.00,0.16,0.00,0.00,0.00,0.00,0.50,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1985,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1984,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1983,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1982,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
516,BRN,Brunei Darussalam,Asia and Pacific,EM,1980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2018,0.21,0.39,0.02,0.10,0.39,0.68,0.05,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2017,0.21,0.38,0.02,0.10,0.37,0.69,0.06,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2016,0.20,0.37,0.02,0.10,0.33,0.69,0.06,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2015,0.19,0.35,0.03,0.09,0.30,0.68,0.07,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2014,0.19,0.35,0.02,0.09,0.28,0.70,0.06,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2013,0.18,0.34,0.02,0.09,0.28,0.68,0.06,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2012,0.17,0.31,0.02,0.09,0.18,0.69,0.06,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2011,0.19,0.34,0.02,0.10,0.25,0.71,0.06,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2010,0.17,0.31,0.03,0.09,0.20,0.67,0.08,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2009,0.15,0.29,0.02,0.07,0.17,0.67,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2008,0.15,0.28,0.01,0.06,0.16,0.68,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2007,0.15,0.29,0.01,0.05,0.16,0.71,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2006,0.15,0.28,0.01,0.04,0.15,0.70,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2005,0.15,0.28,0.02,0.04,0.16,0.70,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2004,0.15,0.28,0.02,0.03,0.17,0.71,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2003,0.15,0.29,0.02,0.03,0.17,0.73,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2002,0.16,0.29,0.02,0.02,0.17,0.75,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2001,0.15,0.29,0.01,0.02,0.16,0.76,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,2000,0.15,0.27,0.01,0.02,0.15,0.71,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1999,0.14,0.27,0.01,0.02,0.15,0.70,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1998,0.15,0.29,0.02,0.02,0.17,0.73,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1997,0.15,0.28,0.02,0.02,0.18,0.70,0.05,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1996,0.14,0.25,0.02,0.01,0.18,0.61,0.05,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1995,0.14,0.26,0.02,0.02,0.19,0.60,0.05,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1994,0.14,0.25,0.02,0.02,0.19,0.59,0.05,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1993,0.13,0.24,0.02,0.01,0.17,0.59,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1992,0.13,0.24,0.02,0.01,0.17,0.59,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1991,0.13,0.24,0.02,0.01,0.17,0.60,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1990,0.13,0.24,0.02,0.01,0.17,0.60,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1989,0.13,0.24,0.02,0.01,0.17,0.60,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1988,0.13,0.24,0.01,0.01,0.16,0.60,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1987,0.13,0.23,0.01,0.01,0.15,0.60,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1986,0.13,0.23,0.01,0.01,0.15,0.60,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1985,0.12,0.23,0.01,0.01,0.15,0.59,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1984,0.12,0.23,0.01,0.01,0.14,0.58,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1983,0.12,0.22,0.01,0.01,0.14,0.58,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1982,0.12,0.22,0.01,0.01,0.14,0.58,0.04,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1981,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
514,BTN,Bhutan,Asia and Pacific,LIC,1980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
616,BWA,Botswana,Africa,EM,2018,0.26,0.45,0.07,0.35,0.30,0.65,0.11,0.05,0.04
616,BWA,Botswana,Africa,EM,2017,0.26,0.44,0.07,0.37,0.25,0.65,0.11,0.06,0.04
616,BWA,Botswana,Africa,EM,2016,0.26,0.44,0.08,0.37,0.25,0.66,0.12,0.06,0.04
616,BWA,Botswana,Africa,EM,2015,0.27,0.45,0.08,0.40,0.25,0.67,0.12,0.06,0.04
616,BWA,Botswana,Africa,EM,2014,0.26,0.44,0.07,0.38,0.24,0.67,0.12,0.06,0.04
616,BWA,Botswana,Africa,EM,2013,0.27,0.44,0.08,0.39,0.23,0.69,0.12,0.06,0.04
616,BWA,Botswana,Africa,EM,2012,0.27,0.45,0.08,0.41,0.22,0.70,0.12,0.06,0.04
616,BWA,Botswana,Africa,EM,2011,0.27,0.45,0.08,0.37,0.22,0.75,0.12,0.06,0.04
616,BWA,Botswana,Africa,EM,2010,0.28,0.47,0.08,0.38,0.24,0.76,0.13,0.06,0.04
616,BWA,Botswana,Africa,EM,2009,0.28,0.47,0.07,0.41,0.23,0.75,0.11,0.06,0.04
616,BWA,Botswana,Africa,EM,2008,0.27,0.45,0.07,0.34,0.23,0.77,0.11,0.06,0.04
616,BWA,Botswana,Africa,EM,2007,0.25,0.44,0.05,0.33,0.24,0.75,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2006,0.24,0.41,0.05,0.32,0.17,0.75,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2005,0.24,0.42,0.05,0.37,0.15,0.74,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2004,0.23,0.39,0.05,0.33,0.15,0.70,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2003,0.22,0.38,0.05,0.31,0.14,0.69,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2002,0.21,0.37,0.05,0.30,0.15,0.67,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2001,0.22,0.38,0.05,0.24,0.16,0.77,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,2000,0.21,0.35,0.05,0.20,0.14,0.75,0.05,0.06,0.04
616,BWA,Botswana,Africa,EM,1999,0.20,0.34,0.05,0.19,0.14,0.75,0.06,0.07,0.04
616,BWA,Botswana,Africa,EM,1998,0.21,0.35,0.07,0.19,0.14,0.75,0.05,0.06,0.11
616,BWA,Botswana,Africa,EM,1997,0.20,0.33,0.07,0.16,0.13,0.73,0.04,0.05,0.11
616,BWA,Botswana,Africa,EM,1996,0.19,0.32,0.05,0.16,0.13,0.71,0.02,0.03,0.10
616,BWA,Botswana,Africa,EM,1995,0.18,0.30,0.06,0.19,0.13,0.59,0.03,0.04,0.11
616,BWA,Botswana,Africa,EM,1994,0.20,0.32,0.06,0.23,0.15,0.61,0.02,0.04,0.14
616,BWA,Botswana,Africa,EM,1993,0.20,0.34,0.05,0.23,0.15,0.65,0.02,0.03,0.12
616,BWA,Botswana,Africa,EM,1992,0.18,0.30,0.05,0.24,0.15,0.51,0.02,0.03,0.12
616,BWA,Botswana,Africa,EM,1991,0.17,0.28,0.05,0.19,0.14,0.52,0.02,0.03,0.11
616,BWA,Botswana,Africa,EM,1990,0.15,0.26,0.04,0.15,0.12,0.51,0.01,0.03,0.10
616,BWA,Botswana,Africa,EM,1989,0.12,0.21,0.03,0.11,0.10,0.45,0.01,0.02,0.08
616,BWA,Botswana,Africa,EM,1988,0.09,0.15,0.02,0.09,0.07,0.32,0.01,0.01,0.05
616,BWA,Botswana,Africa,EM,1987,0.11,0.18,0.03,0.11,0.08,0.37,0.01,0.02,0.06
616,BWA,Botswana,Africa,EM,1986,0.12,0.20,0.03,0.12,0.09,0.40,0.01,0.02,0.07
616,BWA,Botswana,Africa,EM,1985,0.11,0.19,0.03,0.12,0.08,0.37,0.01,0.02,0.07
616,BWA,Botswana,Africa,EM,1984,0.15,0.25,0.04,0.18,0.11,0.46,0.01,0.02,0.09
616,BWA,Botswana,Africa,EM,1983,0.17,0.28,0.05,0.18,0.13,0.55,0.01,0.03,0.10
616,BWA,Botswana,Africa,EM,1982,0.15,0.25,0.05,0.19,0.13,0.44,0.02,0.03,0.10
616,BWA,Botswana,Africa,EM,1981,0.19,0.31,0.05,0.24,0.14,0.56,0.02,0.03,0.11
616,BWA,Botswana,Africa,EM,1980,0.16,0.27,0.05,0.17,0.13,0.53,0.01,0.03,0.10
626,CAF,Central African Republic,Africa,LIC,2018,0.05,0.10,0.00,0.03,0.01,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2017,0.05,0.10,0.00,0.03,0.01,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2016,0.05,0.10,0.00,0.03,0.01,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2015,0.05,0.10,0.00,0.03,0.01,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2014,0.05,0.11,0.00,0.04,0.01,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2013,0.06,0.11,0.00,0.04,0.02,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2012,0.06,0.12,0.00,0.04,0.02,0.34,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2011,0.08,0.16,0.00,0.03,0.01,0.49,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2010,0.08,0.15,0.00,0.03,0.01,0.46,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2009,0.06,0.12,0.00,0.02,0.01,0.39,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2008,0.06,0.11,0.00,0.02,0.01,0.34,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2007,0.06,0.11,0.00,0.02,0.01,0.35,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2006,0.07,0.14,0.00,0.02,0.00,0.44,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2005,0.08,0.15,0.00,0.02,0.00,0.50,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2004,0.08,0.15,0.00,0.02,0.00,0.48,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2003,0.06,0.12,0.00,0.02,0.00,0.38,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2002,0.06,0.12,0.00,0.02,0.00,0.38,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2001,0.06,0.11,0.00,0.02,0.00,0.35,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,2000,0.06,0.12,0.00,0.02,0.00,0.37,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1999,0.08,0.16,0.00,0.02,0.00,0.53,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1998,0.08,0.16,0.00,0.02,0.00,0.53,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1997,0.06,0.11,0.00,0.02,0.00,0.35,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1996,0.06,0.12,0.00,0.02,0.00,0.38,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1995,0.06,0.12,0.00,0.02,0.00,0.39,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1994,0.05,0.11,0.00,0.02,0.00,0.34,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1993,0.05,0.10,0.00,0.02,0.00,0.33,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1992,0.05,0.10,0.00,0.02,0.00,0.31,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1991,0.05,0.10,0.00,0.03,0.00,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1990,0.05,0.10,0.00,0.03,0.00,0.29,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1989,0.05,0.10,0.00,0.03,0.00,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1988,0.05,0.10,0.00,0.03,0.00,0.30,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1987,0.06,0.11,0.00,0.04,0.01,0.34,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1986,0.06,0.12,0.00,0.04,0.01,0.35,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1985,0.07,0.13,0.00,0.04,0.01,0.41,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1984,0.08,0.16,0.00,0.05,0.01,0.49,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1983,0.09,0.17,0.00,0.05,0.01,0.52,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1982,0.09,0.18,0.00,0.06,0.01,0.53,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1981,0.08,0.17,0.00,0.05,0.01,0.50,0.00,0.00,0.00
626,CAF,Central African Republic,Africa,LIC,1980,0.10,0.19,0.00,0.06,0.01,0.58,0.00,0.00,0.00
156,CAN,Canada,Western Hemisphere,AM,2018,0.90,0.90,0.87,0.94,0.73,0.79,1.00,0.72,0.85
156,CAN,Canada,Western Hemisphere,AM,2017,0.87,0.91,0.80,0.94,0.74,0.83,1.00,0.72,0.65
156,CAN,Canada,Western Hemisphere,AM,2016,0.88,0.91,0.82,0.95,0.75,0.79,1.00,0.71,0.69
156,CAN,Canada,Western Hemisphere,AM,2015,0.89,0.90,0.85,0.95,0.76,0.75,0.99,0.69,0.82
156,CAN,Canada,Western Hemisphere,AM,2014,0.89,0.91,0.83,0.94,0.76,0.80,1.00,0.69,0.77
156,CAN,Canada,Western Hemisphere,AM,2013,0.88,0.91,0.82,0.93,0.76,0.81,0.99,0.69,0.75
156,CAN,Canada,Western Hemisphere,AM,2012,0.89,0.91,0.83,0.93,0.78,0.80,0.98,0.68,0.78
156,CAN,Canada,Western Hemisphere,AM,2011,0.87,0.83,0.89,0.88,0.77,0.58,0.97,0.74,0.92
156,CAN,Canada,Western Hemisphere,AM,2010,0.85,0.86,0.82,0.93,0.77,0.61,0.97,0.66,0.77
156,CAN,Canada,Western Hemisphere,AM,2009,0.90,0.89,0.86,0.94,0.77,0.73,0.97,0.64,0.95
156,CAN,Canada,Western Hemisphere,AM,2008,0.84,0.87,0.79,0.92,0.78,0.65,0.82,0.51,1.00
156,CAN,Canada,Western Hemisphere,AM,2007,0.85,0.86,0.81,0.93,0.78,0.64,0.92,0.52,0.95
156,CAN,Canada,Western Hemisphere,AM,2006,0.83,0.87,0.76,0.94,0.78,0.64,0.86,0.53,0.87
156,CAN,Canada,Western Hemisphere,AM,2005,0.81,0.87,0.71,0.93,0.77,0.67,0.81,0.53,0.75
156,CAN,Canada,Western Hemisphere,AM,2004,0.78,0.86,0.67,0.91,0.75,0.67,0.80,0.45,0.72
156,CAN,Canada,Western Hemisphere,AM,2003,0.75,0.83,0.64,0.88,0.73,0.64,0.77,0.47,0.67
156,CAN,Canada,Western Hemisphere,AM,2002,0.74,0.82,0.63,0.87,0.74,0.63,0.81,0.44,0.60
156,CAN,Canada,Western Hemisphere,AM,2001,0.79,0.84,0.72,0.90,0.75,0.64,0.78,0.48,0.87
156,CAN,Canada,Western Hemisphere,AM,2000,0.81,0.83,0.76,0.91,0.74,0.58,0.81,0.47,0.98
156,CAN,Canada,Western Hemisphere,AM,1999,0.75,0.87,0.60,0.93,0.75,0.70,0.83,0.61,0.32
156,CAN,Canada,Western Hemisphere,AM,1998,0.75,0.87,0.60,0.90,0.76,0.70,0.82,0.55,0.39
